Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Quantity,Unit_Price,Discount_%,Revenue,Product_Cost,Profit,Acquisition_Channel,Payment_Method,Delivery_Days,Order_Status,Returned,Complaint,Customer_Rating,Repeat_Purchase,Month,Month_Number
LL10362,2025-12-07,C1149,New,Statement Earrings,Accessories,1,8731.16,26.1,6452.74,3500,2952.74,Referral,Transfer,2,Delivered,No,Yes,4,No,Dec,12
LL10363,2025-02-16,C1107,New,Maxi Skirt,Skirts,2,26000.0,2.34,50785.02,31000,19785.02,Google,Card,2,Delivered,No,No,2,No,Feb,2
LL10364,2025-09-30,C1492,Returning,Satin Dress,Dresses,1,33530.31,22.19,0.0,21000,0.0,Referral,Cash,2,Cancelled,No,No,4,Yes,Sep,9
LL10365,2025-05-09,C1049,New,Leather Tote,Bags,2,38000.0,7.23,70506.48,45000,25506.48,TikTok,Card,6,Delivered,No,No,3,No,May,5
LL10366,2025-10-28,C1212,New,Wide-Leg Trousers,Trousers,1,26086.54,13.35,22604.86,17000,5604.86,WhatsApp,Cash,9,Delivered,No,Yes,3,No,Oct,10
LL10367,2025-10-31,C1484,New,Premium Jumpsuit,Jumpsuits,1,47437.08,22.8,36620.7,34000,2620.7,Referral,Card,5,Delivered,No,No,3,No,Oct,10
LL10368,2025-05-14,C1461,Returning,Leather Tote,Bags,1,38000.0,14.32,32557.94,22500,10057.94,Google,Card,1,Delivered,No,No,3,Yes,May,5
LL10369,2025-02-22,C1107,New,Silk Scarf,Accessories,1,12000.0,8.36,10997.37,5500,5497.37,Instagram,Card,3,Delivered,No,No,4,No,Feb,2
LL10370,2025-02-04,C1119,Returning,Premium Jumpsuit,Jumpsuits,2,52000.0,0.62,103358.94,68000,35358.94,WhatsApp,Transfer,2,Delivered,No,No,3,Yes,Feb,2
LL10371,2025-12-20,C1106,Returning,Basic Bodysuit,Tops,1,13730.43,23.38,10519.58,9000,1519.58,WhatsApp,Card,5,Delivered,No,No,4,Yes,Dec,12
LL10372,2025-01-10,C1469,Returning,Statement Earrings,Accessories,2,9000.0,0.0,18000.0,7000,11000.0,TikTok,Card,3,Delivered,No,No,4,Yes,Jan,1
LL10373,2025-01-20,C1216,New,Basic Bodysuit,Tops,1,15000.0,20.92,0.0,9000,0.0,TikTok,Transfer,1,Cancelled,No,No,4,Yes,Jan,1
LL10374,2025-07-19,C1405,Returning,Mini Handbag,Bags,1,20605.33,26.52,15140.13,12500,2640.13,TikTok,Cash,4,Delivered,No,No,5,Yes,Jul,7
LL10375,2025-06-29,C1426,New,Premium Jumpsuit,Jumpsuits,1,52000.0,17.24,43034.29,34000,9034.29,TikTok,Transfer,2,Delivered,No,No,3,No,Jun,6
LL10376,2025-03-25,C1291,Returning,Leather Tote,Bags,1,38000.0,8.7,34693.71,22500,12193.71,TikTok,Card,2,Delivered,No,No,4,Yes,Mar,3
LL10377,2025-08-06,C1164,Returning,Statement Earrings,Accessories,1,8308.83,24.0,6314.86,3500,2814.86,Instagram,Transfer,5,Delivered,No,No,3,Yes,Aug,8
LL10378,2025-07-01,C1013,New,Classic Blazer,Outerwear,2,45347.4,18.87,12150.32,60000,-14190.8,WhatsApp,Transfer,7,Returned,Yes,Yes,1,Yes,Jul,7
LL10379,2025-09-11,C1188,Returning,Mini Handbag,Bags,1,20277.93,11.14,18018.33,12500,5518.33,TikTok,Cash,5,Delivered,No,No,4,Yes,Sep,9
LL10380,2025-08-16,C1341,New,Wide-Leg Trousers,Trousers,1,26581.23,10.68,23743.16,17000,6743.16,Instagram,Transfer,2,Delivered,No,No,4,No,Aug,8
LL10381,2025-07-08,C1255,New,Mini Handbag,Bags,1,20689.44,10.44,18529.75,12500,6029.75,TikTok,Card,3,Delivered,No,No,4,No,Jul,7
LL10382,2025-02-27,C1078,New,Leather Tote,Bags,1,38000.0,3.37,36719.78,22500,14219.78,TikTok,Card,4,Delivered,No,No,3,No,Feb,2
LL10383,2025-01-04,C1351,Returning,Statement Earrings,Accessories,1,9000.0,4.97,8552.63,3500,5052.63,WhatsApp,Card,1,Delivered,No,No,3,Yes,Jan,1
LL10384,2025-09-17,C1349,Returning,Linen Two-Piece,Two-Piece Sets,2,38567.19,22.37,59880.3,54000,5880.3,Instagram,Transfer,2,Delivered,No,No,4,Yes,Sep,9
LL10385,2025-06-23,C1170,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,18.42,0.0,34000,0.0,Referral,Transfer,5,Cancelled,No,No,4,Yes,Jun,6
LL10386,2025-06-17,C1048,New,Linen Two-Piece,Two-Piece Sets,2,42000.0,10.49,75186.31,54000,21186.31,TikTok,Transfer,6,Delivered,No,No,4,No,Jun,6
LL10387,2025-07-14,C1214,Returning,Linen Two-Piece,Two-Piece Sets,1,39647.05,17.7,32630.32,27000,5630.32,TikTok,Cash,7,Delivered,No,Yes,3,Yes,Jul,7
LL10388,2025-06-05,C1016,New,Satin Dress,Dresses,1,35000.0,15.42,29602.71,21000,8602.71,Google,Transfer,2,Delivered,No,No,4,Yes,Jun,6
LL10389,2025-04-27,C1068,New,Linen Two-Piece,Two-Piece Sets,2,42000.0,3.35,81182.58,54000,27182.58,TikTok,Card,3,Delivered,No,No,3,No,Apr,4
LL10390,2025-08-01,C1049,New,Mini Handbag,Bags,1,20132.28,22.91,15519.65,12500,3019.65,TikTok,USSD,1,Delivered,No,No,4,No,Aug,8
LL10391,2025-02-12,C1433,Returning,Knit Cardigan,Tops,2,24000.0,14.47,41056.21,29000,12056.21,TikTok,Card,2,Delivered,No,No,3,Yes,Feb,2
LL10392,2025-06-05,C1005,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,8.14,38579.68,27000,11579.68,Walk-in,Cash,4,Delivered,No,No,5,No,Jun,6
LL10393,2025-08-25,C1486,New,Wide-Leg Trousers,Trousers,1,27365.09,15.1,23234.01,17000,6234.01,Walk-in,Transfer,4,Delivered,No,Yes,4,Yes,Aug,8
LL10394,2025-09-15,C1063,Returning,Classic Blazer,Outerwear,1,47022.42,20.79,37245.67,30000,7245.67,TikTok,Card,1,Delivered,No,No,4,Yes,Sep,9
LL10395,2025-07-23,C1196,Returning,Basic Bodysuit,Tops,1,13608.67,20.41,10830.86,9000,1830.86,WhatsApp,Transfer,4,Delivered,No,Yes,4,Yes,Jul,7
LL10396,2025-10-10,C1211,New,Wide-Leg Trousers,Trousers,1,25702.62,7.5,23774.76,17000,6774.76,WhatsApp,Transfer,1,Delivered,No,No,4,Yes,Oct,10
LL10397,2025-03-23,C1428,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,6.21,39389.97,27000,12389.97,TikTok,Cash,2,Delivered,No,No,3,No,Mar,3
LL10398,2025-07-23,C1194,Returning,Leather Tote,Bags,1,34563.37,11.77,0.0,22500,0.0,Instagram,Transfer,4,Cancelled,No,No,4,Yes,Jul,7
LL10399,2025-04-18,C1178,New,Knit Cardigan,Tops,1,24000.0,9.66,21681.75,14500,7181.75,WhatsApp,USSD,3,Delivered,No,No,3,No,Apr,4
LL10400,2025-07-17,C1498,Returning,Premium Jumpsuit,Jumpsuits,1,48444.94,19.02,39232.56,34000,5232.56,WhatsApp,Cash,1,Delivered,No,No,3,Yes,Jul,7
LL10401,2025-11-28,C1093,New,Silk Scarf,Accessories,1,11486.75,20.7,0.0,5500,0.0,Instagram,Cash,4,Cancelled,No,No,4,No,Nov,11
LL10402,2025-12-23,C1168,Returning,Classic Blazer,Outerwear,1,45142.76,23.11,34712.29,30000,4712.29,Referral,Cash,4,Delivered,No,No,4,Yes,Dec,12
LL10403,2025-09-15,C1249,Returning,Linen Two-Piece,Two-Piece Sets,2,38821.76,24.1,58930.33,54000,4930.33,Google,Transfer,3,Delivered,No,No,4,Yes,Sep,9
LL10404,2025-04-30,C1458,New,Statement Earrings,Accessories,1,9000.0,18.02,7378.16,3500,3878.16,WhatsApp,Transfer,3,Delivered,No,No,3,No,Apr,4
LL10405,2025-03-08,C1200,New,Silk Scarf,Accessories,1,12000.0,12.03,10556.57,5500,5056.57,WhatsApp,Transfer,2,Delivered,No,No,3,No,Mar,3
LL10406,2025-08-26,C1070,New,Leather Tote,Bags,1,35533.49,17.18,29430.16,22500,6930.16,Instagram,Card,3,Delivered,No,No,4,Yes,Aug,8
LL10407,2025-10-20,C1478,Returning,Premium Jumpsuit,Jumpsuits,3,47716.56,15.65,120748.93,102000,18748.93,Instagram,Card,2,Delivered,No,No,4,Yes,Oct,10
LL10408,2025-04-02,C1181,New,Wide-Leg Trousers,Trousers,1,28000.0,8.82,25531.01,17000,8531.01,Instagram,Transfer,2,Delivered,No,No,3,No,Apr,4
LL10409,2025-06-03,C1048,New,Basic Bodysuit,Tops,1,15000.0,13.81,12928.7,9000,3928.7,Referral,Card,1,Delivered,No,No,3,No,Jun,6
LL10410,2025-03-07,C1091,New,Linen Two-Piece,Two-Piece Sets,2,42000.0,3.04,81447.56,54000,27447.56,WhatsApp,Card,4,Delivered,No,No,3,Yes,Mar,3
LL10411,2025-05-06,C1492,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,9.48,47071.18,34000,13071.18,Walk-in,Card,2,Delivered,No,No,4,Yes,May,5
LL10412,2025-08-06,C1189,Returning,Premium Jumpsuit,Jumpsuits,1,47915.48,19.15,38739.42,34000,4739.42,TikTok,Transfer,4,Delivered,No,No,4,Yes,Aug,8
LL10413,2025-07-27,C1311,Returning,Linen Two-Piece,Two-Piece Sets,1,39215.57,22.98,30204.26,27000,3204.26,Google,Cash,5,Delivered,No,No,4,Yes,Jul,7
LL10414,2025-10-03,C1264,Returning,Linen Two-Piece,Two-Piece Sets,1,39636.16,21.4,31153.57,27000,4153.57,Instagram,Cash,2,Delivered,No,No,4,Yes,Oct,10
LL10415,2025-08-20,C1093,New,Knit Cardigan,Tops,3,22639.42,17.17,56256.29,43500,12756.29,TikTok,USSD,4,Delivered,No,No,4,No,Aug,8
LL10416,2025-02-11,C1135,Returning,Basic Bodysuit,Tops,1,15000.0,18.96,12156.64,9000,3156.64,Instagram,Card,1,Delivered,No,No,4,Yes,Feb,2
LL10417,2025-11-22,C1053,Returning,Premium Jumpsuit,Jumpsuits,1,48868.47,23.34,9020.86,34000,-1924.48,Walk-in,Transfer,5,Returned,Yes,Yes,3,Yes,Nov,11
LL10418,2025-11-07,C1331,New,Knit Cardigan,Tops,1,22528.46,14.83,19186.93,14500,4686.93,Instagram,USSD,6,Delivered,No,No,3,No,Nov,11
LL10419,2025-07-12,C1335,Returning,Wide-Leg Trousers,Trousers,3,25854.64,7.15,72016.84,51000,21016.84,TikTok,Transfer,2,Delivered,No,No,4,Yes,Jul,7
LL10420,2025-12-23,C1176,Returning,Basic Bodysuit,Tops,1,13767.7,21.53,0.0,9000,0.0,WhatsApp,Card,5,Cancelled,No,No,3,Yes,Dec,12
LL10421,2025-02-05,C1439,New,Premium Jumpsuit,Jumpsuits,1,52000.0,5.1,49350.23,34000,15350.23,TikTok,Cash,3,Delivered,No,No,3,Yes,Feb,2
LL10422,2025-01-22,C1066,Returning,Knit Cardigan,Tops,1,24000.0,7.53,22193.05,14500,7693.05,Instagram,Transfer,4,Delivered,No,No,4,Yes,Jan,1
LL10423,2025-04-11,C1002,Returning,Maxi Skirt,Skirts,1,26000.0,4.68,24783.28,15500,9283.28,Google,Transfer,4,Delivered,No,No,3,Yes,Apr,4
LL10424,2025-09-27,C1247,New,Mini Handbag,Bags,2,21447.67,3.32,0.0,25000,0.0,Walk-in,Transfer,5,Cancelled,No,No,4,No,Sep,9
LL10425,2025-04-24,C1462,New,Leather Tote,Bags,1,38000.0,17.25,31445.28,22500,8945.28,Google,Transfer,1,Delivered,No,No,4,No,Apr,4
LL10426,2025-11-09,C1486,New,Silk Scarf,Accessories,1,11726.83,20.17,9361.36,5500,3861.36,Google,Card,4,Delivered,No,No,4,No,Nov,11
LL10427,2025-01-30,C1114,New,Classic Blazer,Outerwear,1,48000.0,6.72,44773.83,30000,14773.83,TikTok,Transfer,1,Delivered,No,No,5,No,Jan,1
LL10428,2025-12-18,C1466,New,Mini Handbag,Bags,1,21047.11,22.38,4071.65,12500,-1962.0,Referral,Transfer,7,Returned,Yes,Yes,1,No,Dec,12
LL10429,2025-05-06,C1408,New,Maxi Skirt,Skirts,2,26000.0,14.39,44516.82,31000,13516.82,Referral,Transfer,2,Delivered,No,No,4,Yes,May,5
LL10430,2025-04-24,C1491,Returning,Knit Cardigan,Tops,1,24000.0,8.83,21879.75,14500,7379.75,Google,USSD,4,Delivered,No,Yes,3,Yes,Apr,4
LL10431,2025-07-30,C1215,Returning,Premium Jumpsuit,Jumpsuits,1,49922.26,23.09,38394.69,34000,4394.69,Referral,Transfer,1,Delivered,No,No,3,Yes,Jul,7
LL10432,2025-03-13,C1133,New,Mini Handbag,Bags,2,22000.0,7.9,40523.79,25000,15523.79,TikTok,Transfer,3,Delivered,No,No,4,No,Mar,3
LL10433,2025-05-24,C1205,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,4.68,8612.47,34000,-6591.24,Google,USSD,2,Returned,Yes,Yes,3,Yes,May,5
LL10434,2025-09-03,C1262,Returning,Knit Cardigan,Tops,1,22642.45,15.41,19153.87,14500,4653.87,Instagram,Transfer,5,Delivered,No,No,3,Yes,Sep,9
LL10435,2025-03-20,C1052,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,6.79,39147.5,27000,12147.5,Instagram,USSD,6,Delivered,No,No,4,No,Mar,3
LL10436,2025-04-04,C1452,Returning,Maxi Skirt,Skirts,1,26000.0,4.72,24771.64,15500,9271.64,TikTok,Transfer,2,Delivered,No,No,4,Yes,Apr,4
LL10437,2025-05-19,C1314,New,Classic Blazer,Outerwear,1,48000.0,7.96,44177.06,30000,14177.06,Walk-in,Transfer,3,Delivered,No,No,4,No,May,5
LL10438,2025-11-30,C1256,Returning,Satin Dress,Dresses,1,33272.64,28.32,0.0,21000,0.0,Google,Card,4,Cancelled,No,No,4,Yes,Nov,11
LL10439,2025-01-17,C1127,Returning,Premium Jumpsuit,Jumpsuits,2,52000.0,6.96,96763.42,68000,28763.42,Google,Transfer,4,Delivered,No,No,5,Yes,Jan,1
LL10440,2025-04-04,C1174,New,Knit Cardigan,Tops,1,24000.0,15.92,20178.89,14500,5678.89,WhatsApp,Transfer,3,Delivered,No,No,3,No,Apr,4
LL10441,2025-11-13,C1038,Returning,Basic Bodysuit,Tops,1,13679.26,30.96,9443.7,9000,443.7,WhatsApp,Transfer,5,Delivered,No,No,4,Yes,Nov,11
LL10442,2025-09-18,C1482,Returning,Basic Bodysuit,Tops,2,14481.39,25.78,21495.56,18000,3495.56,Walk-in,Card,7,Delivered,No,Yes,3,Yes,Sep,9
LL10443,2025-01-16,C1498,New,Premium Jumpsuit,Jumpsuits,2,52000.0,8.82,19703.37,68000,-8242.52,Instagram,Card,2,Returned,Yes,Yes,3,No,Jan,1
LL10444,2025-06-18,C1330,Returning,Satin Dress,Dresses,1,35000.0,8.68,31963.34,21000,10963.34,TikTok,Transfer,2,Delivered,No,No,3,Yes,Jun,6
LL10445,2025-03-20,C1433,New,Mini Handbag,Bags,2,22000.0,10.11,39549.71,25000,14549.71,WhatsApp,Transfer,4,Delivered,No,No,5,No,Mar,3
LL10446,2025-01-18,C1073,New,Leather Tote,Bags,1,38000.0,9.83,34264.15,22500,11764.15,Instagram,Cash,1,Delivered,No,No,4,No,Jan,1
LL10447,2025-08-06,C1445,New,Satin Dress,Dresses,1,33044.79,22.74,25530.19,21000,4530.19,TikTok,Card,4,Delivered,No,No,4,No,Aug,8
LL10448,2025-03-07,C1137,Returning,Leather Tote,Bags,1,38000.0,2.02,37232.2,22500,14732.2,Referral,Transfer,1,Delivered,No,No,4,Yes,Mar,3
LL10449,2025-07-01,C1199,New,Premium Jumpsuit,Jumpsuits,1,47912.91,11.47,42419.34,34000,8419.34,WhatsApp,Transfer,4,Delivered,No,No,3,Yes,Jul,7
LL10450,2025-02-06,C1282,New,Classic Blazer,Outerwear,3,48000.0,15.78,121270.22,90000,31270.22,Instagram,Card,4,Delivered,No,No,4,No,Feb,2
LL10451,2025-04-11,C1165,Returning,Linen Two-Piece,Two-Piece Sets,1,42000.0,6.98,39069.07,27000,12069.07,WhatsApp,Card,1,Delivered,No,No,4,Yes,Apr,4
LL10452,2025-05-16,C1413,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,9.89,37847.92,27000,10847.92,WhatsApp,Card,4,Delivered,No,Yes,4,Yes,May,5
LL10453,2025-03-16,C1295,New,Premium Jumpsuit,Jumpsuits,2,52000.0,6.61,97121.39,68000,29121.39,Instagram,Transfer,3,Delivered,No,No,2,No,Mar,3
LL10454,2025-04-11,C1149,New,Satin Dress,Dresses,1,35000.0,13.46,30287.43,21000,9287.43,Instagram,Transfer,1,Delivered,No,No,4,Yes,Apr,4
LL10455,2025-05-22,C1428,New,Leather Tote,Bags,1,38000.0,6.28,35614.67,22500,13114.67,WhatsApp,Card,2,Delivered,No,No,3,No,May,5
LL10456,2025-11-09,C1363,New,Knit Cardigan,Tops,1,23316.49,14.87,19849.67,14500,5349.67,WhatsApp,Transfer,1,Delivered,No,No,4,No,Nov,11
LL10457,2025-04-10,C1261,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,8.04,38622.94,27000,11622.94,Instagram,Cash,1,Delivered,No,No,4,Yes,Apr,4
LL10458,2025-05-12,C1490,Returning,Basic Bodysuit,Tops,1,15000.0,10.88,13367.65,9000,4367.65,Google,Card,2,Delivered,No,No,3,Yes,May,5
LL10459,2025-11-19,C1471,Returning,Silk Scarf,Accessories,2,11526.65,18.49,18790.84,11000,7790.84,WhatsApp,Transfer,3,Delivered,No,No,3,Yes,Nov,11
LL10460,2025-12-02,C1027,New,Wide-Leg Trousers,Trousers,1,26587.87,17.28,21992.5,17000,4992.5,WhatsApp,Cash,4,Delivered,No,No,4,No,Dec,12
LL10461,2025-09-15,C1204,Returning,Maxi Skirt,Skirts,2,24795.4,21.61,38875.27,31000,7875.27,WhatsApp,Card,4,Delivered,No,No,5,Yes,Sep,9
LL10462,2025-01-06,C1236,New,Classic Blazer,Outerwear,1,48000.0,17.98,39367.56,30000,9367.56,Instagram,Transfer,1,Delivered,No,No,4,No,Jan,1
LL10463,2025-03-28,C1419,Returning,Mini Handbag,Bags,1,22000.0,15.05,0.0,12500,0.0,TikTok,Transfer,1,Cancelled,No,No,4,Yes,Mar,3
LL10464,2025-08-07,C1348,New,Knit Cardigan,Tops,2,23306.19,11.97,41033.82,29000,12033.82,WhatsApp,Cash,3,Delivered,No,No,3,Yes,Aug,8
LL10465,2025-09-19,C1248,Returning,Satin Dress,Dresses,1,33372.28,22.33,25919.59,21000,4919.59,TikTok,Card,3,Delivered,No,No,3,Yes,Sep,9
LL10466,2025-02-22,C1218,New,Statement Earrings,Accessories,1,9000.0,6.44,8420.25,3500,4920.25,Instagram,Card,1,Delivered,No,No,3,No,Feb,2
LL10467,2025-03-21,C1135,New,Maxi Skirt,Skirts,3,26000.0,4.65,74374.37,46500,27874.37,Instagram,Transfer,4,Delivered,No,No,4,No,Mar,3
LL10468,2025-11-29,C1439,New,Basic Bodysuit,Tops,1,13788.29,22.66,10663.77,9000,1663.77,TikTok,Card,1,Delivered,No,No,4,No,Nov,11
LL10469,2025-07-20,C1023,Returning,Maxi Skirt,Skirts,1,25371.36,27.01,18519.14,15500,3019.14,Instagram,Transfer,5,Delivered,No,No,4,Yes,Jul,7
LL10470,2025-03-08,C1062,Returning,Mini Handbag,Bags,2,22000.0,12.61,38451.94,25000,13451.94,TikTok,Card,4,Delivered,No,No,5,Yes,Mar,3
LL10471,2025-06-04,C1240,New,Knit Cardigan,Tops,2,24000.0,12.15,42169.97,29000,13169.97,Instagram,Cash,4,Delivered,No,No,4,No,Jun,6
LL10472,2025-03-31,C1415,New,Knit Cardigan,Tops,1,24000.0,0.07,23982.8,14500,9482.8,Instagram,Transfer,3,Delivered,No,No,4,No,Mar,3
LL10473,2025-04-26,C1163,New,Statement Earrings,Accessories,2,9000.0,4.11,17261.03,7000,10261.03,Referral,Transfer,2,Delivered,No,No,4,No,Apr,4
LL10474,2025-05-13,C1279,New,Maxi Skirt,Skirts,2,26000.0,15.19,44103.39,31000,13103.39,Referral,Card,4,Delivered,No,No,3,No,May,5
LL10475,2025-06-10,C1287,New,Knit Cardigan,Tops,2,24000.0,0.9,47569.82,29000,18569.82,Instagram,Card,1,Delivered,No,No,4,No,Jun,6
LL10476,2025-12-21,C1340,Returning,Knit Cardigan,Tops,1,22101.88,12.39,19363.18,14500,4863.18,Walk-in,Cash,4,Delivered,No,No,3,Yes,Dec,12
LL10477,2025-12-23,C1145,New,Leather Tote,Bags,1,35293.76,22.22,27451.73,22500,4951.73,TikTok,USSD,6,Delivered,No,No,4,No,Dec,12
LL10478,2025-08-25,C1138,Returning,Silk Scarf,Accessories,1,11727.38,19.57,9432.11,5500,3932.11,Instagram,Transfer,3,Delivered,No,Yes,4,Yes,Aug,8
LL10479,2025-01-12,C1035,Returning,Wide-Leg Trousers,Trousers,1,28000.0,1.46,0.0,17000,0.0,Walk-in,Transfer,4,Cancelled,No,No,4,Yes,Jan,1
LL10480,2025-01-31,C1386,New,Basic Bodysuit,Tops,1,15000.0,19.96,12005.31,9000,3005.31,Instagram,Transfer,2,Delivered,No,Yes,4,No,Jan,1
LL10481,2025-04-12,C1392,Returning,Linen Two-Piece,Two-Piece Sets,1,42000.0,7.9,38681.99,27000,11681.99,Instagram,USSD,2,Delivered,No,No,4,Yes,Apr,4
LL10482,2025-11-22,C1113,Returning,Knit Cardigan,Tops,1,23480.19,25.27,17547.08,14500,3047.08,WhatsApp,Card,6,Delivered,No,No,3,Yes,Nov,11
LL10483,2025-02-21,C1195,Returning,Maxi Skirt,Skirts,1,26000.0,13.14,22582.6,15500,7082.6,WhatsApp,Transfer,2,Delivered,No,No,4,Yes,Feb,2
LL10484,2025-03-30,C1154,New,Wide-Leg Trousers,Trousers,1,28000.0,5.97,26327.86,17000,9327.86,Instagram,Card,2,Delivered,No,No,3,No,Mar,3
LL10485,2025-03-27,C1124,New,Leather Tote,Bags,1,38000.0,5.99,35723.63,22500,13223.63,Instagram,Cash,1,Delivered,No,No,4,No,Mar,3
LL10486,2025-01-12,C1156,Returning,Maxi Skirt,Skirts,1,26000.0,13.1,22593.9,15500,7093.9,WhatsApp,Card,5,Delivered,No,No,3,Yes,Jan,1
LL10487,2025-12-22,C1216,Returning,Silk Scarf,Accessories,1,10834.89,19.8,8689.37,5500,3189.37,Instagram,Cash,5,Delivered,No,No,3,Yes,Dec,12
LL10488,2025-09-10,C1454,Returning,Premium Jumpsuit,Jumpsuits,2,50846.39,19.67,81685.54,68000,13685.54,TikTok,Transfer,7,Delivered,No,Yes,3,Yes,Sep,9
LL10489,2025-10-14,C1289,Returning,Basic Bodysuit,Tops,2,14204.84,16.01,23861.02,18000,5861.02,Instagram,Card,7,Delivered,No,Yes,4,Yes,Oct,10
LL10490,2025-11-15,C1203,New,Wide-Leg Trousers,Trousers,1,25624.6,17.93,21029.22,17000,4029.22,Google,Card,4,Delivered,No,No,3,No,Nov,11
LL10491,2025-11-23,C1422,New,Mini Handbag,Bags,1,20410.23,21.06,16111.84,12500,3611.84,Referral,Cash,1,Delivered,No,No,4,Yes,Nov,11
LL10492,2025-01-24,C1444,New,Statement Earrings,Accessories,1,9000.0,7.26,0.0,3500,0.0,Google,Transfer,4,Cancelled,No,No,4,No,Jan,1
LL10493,2025-02-23,C1295,New,Maxi Skirt,Skirts,2,26000.0,13.03,45226.56,31000,14226.56,TikTok,Transfer,2,Delivered,No,No,5,No,Feb,2
LL10494,2025-12-03,C1158,New,Silk Scarf,Accessories,1,11090.66,10.01,9980.87,5500,4480.87,TikTok,Cash,5,Delivered,No,No,4,No,Dec,12
LL10495,2025-05-30,C1146,Returning,Maxi Skirt,Skirts,1,26000.0,4.94,24715.34,15500,9215.34,WhatsApp,Cash,4,Delivered,No,Yes,5,Yes,May,5
LL10496,2025-11-24,C1445,Returning,Linen Two-Piece,Two-Piece Sets,2,39344.37,19.83,63082.2,54000,9082.2,Instagram,USSD,3,Delivered,No,Yes,3,Yes,Nov,11
LL10497,2025-12-10,C1194,New,Premium Jumpsuit,Jumpsuits,2,48784.78,18.88,8507.35,68000,-8947.36,Walk-in,Card,3,Returned,Yes,Yes,2,Yes,Dec,12
LL10498,2025-08-24,C1281,New,Leather Tote,Bags,1,37237.59,20.68,29535.04,22500,7035.04,TikTok,Transfer,4,Delivered,No,No,4,No,Aug,8
LL10499,2025-09-02,C1335,New,Wide-Leg Trousers,Trousers,1,25843.46,12.73,0.0,17000,0.0,Referral,Card,5,Cancelled,No,No,4,Yes,Sep,9
LL10500,2025-11-13,C1404,Returning,Basic Bodysuit,Tops,2,14534.26,5.09,27589.02,18000,9589.02,WhatsApp,Transfer,3,Delivered,No,No,4,Yes,Nov,11
LL10501,2025-01-28,C1223,Returning,Maxi Skirt,Skirts,1,26000.0,19.29,20984.69,15500,5484.69,WhatsApp,Cash,5,Delivered,No,No,3,Yes,Jan,1
LL10502,2025-07-17,C1030,New,Maxi Skirt,Skirts,2,24392.46,19.29,39372.58,31000,8372.58,Instagram,Transfer,4,Delivered,No,No,5,No,Jul,7
LL10503,2025-05-10,C1350,New,Premium Jumpsuit,Jumpsuits,1,52000.0,13.81,44818.41,34000,10818.41,TikTok,USSD,2,Delivered,No,No,3,No,May,5
LL10504,2025-12-04,C1313,Returning,Linen Two-Piece,Two-Piece Sets,1,40855.73,22.91,7296.97,27000,-6380.05,Instagram,Transfer,8,Returned,Yes,Yes,2,Yes,Dec,12
LL10505,2025-06-28,C1241,New,Maxi Skirt,Skirts,1,26000.0,2.9,25246.97,15500,9746.97,Google,Cash,5,Delivered,No,No,3,Yes,Jun,6
LL10506,2025-03-18,C1419,New,Mini Handbag,Bags,1,22000.0,4.54,21001.09,12500,8501.09,TikTok,Transfer,1,Delivered,No,Yes,4,Yes,Mar,3
LL10507,2025-11-26,C1439,Returning,Premium Jumpsuit,Jumpsuits,1,48784.52,28.61,34829.65,34000,829.65,Google,Cash,4,Delivered,No,No,4,Yes,Nov,11
LL10508,2025-10-08,C1447,Returning,Statement Earrings,Accessories,1,8563.23,25.04,6418.6,3500,2918.6,Instagram,Transfer,6,Delivered,No,No,3,Yes,Oct,10
LL10509,2025-06-14,C1480,New,Classic Blazer,Outerwear,2,48000.0,3.82,92329.8,60000,32329.8,WhatsApp,Card,5,Delivered,No,No,4,No,Jun,6
LL10510,2025-05-19,C1205,Returning,Wide-Leg Trousers,Trousers,1,28000.0,8.62,25587.14,17000,8587.14,WhatsApp,Card,2,Delivered,No,No,4,Yes,May,5
LL10511,2025-03-18,C1077,New,Mini Handbag,Bags,1,22000.0,16.87,4141.32,12500,-1350.92,WhatsApp,Card,2,Returned,Yes,Yes,3,No,Mar,3
LL10512,2025-05-24,C1450,New,Maxi Skirt,Skirts,1,26000.0,6.2,24387.03,15500,8887.03,Instagram,Cash,4,Delivered,No,No,2,No,May,5
LL10513,2025-10-16,C1286,Returning,Linen Two-Piece,Two-Piece Sets,2,39016.93,14.44,66763.67,54000,12763.67,WhatsApp,Card,4,Delivered,No,No,5,Yes,Oct,10
LL10514,2025-03-16,C1157,Returning,Basic Bodysuit,Tops,1,15000.0,3.77,14434.25,9000,5434.25,Instagram,Card,6,Delivered,No,No,4,Yes,Mar,3
LL10515,2025-05-13,C1055,New,Statement Earrings,Accessories,2,9000.0,8.86,16404.4,7000,9404.4,WhatsApp,Card,2,Delivered,No,No,4,No,May,5
LL10516,2025-12-15,C1271,Returning,Mini Handbag,Bags,1,20989.57,21.13,0.0,12500,0.0,Instagram,Transfer,5,Cancelled,No,Yes,3,Yes,Dec,12
